reviewid,title,url,score,best_new_music,author,author_type,pub_date,pub_weekday,pub_day,pub_month,pub_year
3770,de9: closer to the edit,http://pitchfork.com/reviews/albums/3770-de9-closer-to-the-edit/,7.9,0,paul cooper,contributor,2001-10-01,0,1,10,2001
4174,aida: bliss out v.17,http://pitchfork.com/reviews/albums/4174-aida-bliss-out-v17/,7.6,0,christopher dare,,2001-10-01,0,1,10,2001
4248,ultramarin,http://pitchfork.com/reviews/albums/4248-ultramarin/,7.6,0,mark richard-san,,2001-09-30,6,30,9,2001
8926,"madness, love and mysticism",http://pitchfork.com/reviews/albums/8926-madness-love-and-mysticism/,7.6,0,dominique leone,contributor,2001-09-30,6,30,9,2001
7398,it's a wonderful life,http://pitchfork.com/reviews/albums/7398-its-a-wonderful-life/,7.7,0,joe tangari,contributor,2001-09-30,6,30,9,2001
6624,invisible airline,http://pitchfork.com/reviews/albums/6624-invisible-airline/,4.7,0,paul cooper,contributor,2001-09-30,6,30,9,2001
2877,the luxury leader,http://pitchfork.com/reviews/albums/2877-the-luxury-leader/,5.7,0,mark richard-san,,2001-09-27,3,27,9,2001
5125,supermogadon,http://pitchfork.com/reviews/albums/5125-supermogadon/,7.8,0,matt lemay,contributor,2001-09-27,3,27,9,2001
5483,hello is anyone out there,http://pitchfork.com/reviews/albums/5483-hello-is-anyone-out-there/,7.2,0,dan kilian,,2001-09-27,3,27,9,2001
3899,because it feel good,http://pitchfork.com/reviews/albums/3899-because-it-feel-good/,6.1,0,john dark,,2001-09-27,3,27,9,2001
4655,tools in the dryer,http://pitchfork.com/reviews/albums/4655-tools-in-the-dryer/,6.7,0,joe tangari,contributor,2001-09-26,2,26,9,2001
4753,mensa dance squad,http://pitchfork.com/reviews/albums/4753-mensa-dance-squad/,4.9,0,malcolm seymour iii,,2001-09-26,2,26,9,2001
8183,hard again,http://pitchfork.com/reviews/albums/8183-hard-again/,7,0,jason nickey,,2001-09-26,2,26,9,2001
2434,hammers and anvils,http://pitchfork.com/reviews/albums/2434-hammers-and-anvils/,8.5,0,david raposa,,2001-09-26,2,26,9,2001
4054,the braille night,http://pitchfork.com/reviews/albums/4054-the-braille-night/,5,0,kristin sage rockermann,,2001-09-25,1,25,9,2001
4123,iran,http://pitchfork.com/reviews/albums/4123-iran/,9.6,0,brent s. sirota,,2001-09-25,1,25,9,2001
6038,h.o.m.e.s.,http://pitchfork.com/reviews/albums/6038-homes/,7.3,0,dan kilian,,2001-09-25,1,25,9,2001
11738,faust,http://pitchfork.com/reviews/albums/11738-faustso-far/,9,0,dominique leone,contributor,2001-09-25,1,25,9,2001
7476,the tired sounds of...,http://pitchfork.com/reviews/albums/7476-the-tired-sounds-of/,8.6,0,mark richard-san,,2001-09-24,0,24,9,2001
7281,rain on lens,http://pitchfork.com/reviews/albums/7281-rain-on-lens/,7.5,0,matt lemay,contributor,2001-09-24,0,24,9,2001
346,god save the abpk,http://pitchfork.com/reviews/albums/346-god-save-the-abpk/,6.6,0,camilo arturo leslie,,2001-09-24,0,24,9,2001
2863,back to the mono kero,http://pitchfork.com/reviews/albums/2863-back-to-the-mono-kero/,6.8,0,christopher f. schiel,,2001-09-24,0,24,9,2001
3114,progressive history x,http://pitchfork.com/reviews/albums/3114-progressive-history-x/,2,0,malcolm seymour iii,,2001-09-23,6,23,9,2001
4451,let you down,http://pitchfork.com/reviews/albums/4451-let-you-down/,7.8,0,joe tangari,contributor,2001-09-23,6,23,9,2001
8331,faith in the future,http://pitchfork.com/reviews/albums/8331-faith-in-the-future/,6.3,0,paul cooper,contributor,2001-09-23,6,23,9,2001
1447,chitlin' fooks,http://pitchfork.com/reviews/albums/1447-chitlin-fooks/,7.2,0,john dark,,2001-09-23,6,23,9,2001
2007,"tigerbeat6, inc.",http://pitchfork.com/reviews/albums/2007-tigerbeat6-inc/,9,0,ryan schreiber,editor-in-chief,2001-09-20,3,20,9,2001
6829,shined nickels and loose change,http://pitchfork.com/reviews/albums/6829-shined-nickels-and-loose-change/,5.9,0,john dark,,2001-09-20,3,20,9,2001
8608,god ween satan: the oneness,http://pitchfork.com/reviews/albums/8608-god-ween-satan-the-oneness/,9.6,0,matt lemay,contributor,2001-09-20,3,20,9,2001
4142,clouds,http://pitchfork.com/reviews/albums/4142-clouds/,6.6,0,camilo arturo leslie,,2001-09-20,3,20,9,2001
8486,volta do mar ep,http://pitchfork.com/reviews/albums/8486-volta-do-mar-ep/,7,0,christopher dare,,2001-09-19,2,19,9,2001
3063,the drive ep,http://pitchfork.com/reviews/albums/3063-the-drive-ep/,4.8,0,joe tangari,contributor,2001-09-19,2,19,9,2001
2794,drawn from life,http://pitchfork.com/reviews/albums/2794-drawn-from-life/,5.4,0,mark richard-san,,2001-09-19,2,19,9,2001
7190,ume sour,http://pitchfork.com/reviews/albums/7190-ume-sour/,8.3,0,spencer owen,,2001-09-18,1,18,9,2001
571,rooty,http://pitchfork.com/reviews/albums/571-rooty/,3.8,0,malcolm seymour iii,,2001-09-18,1,18,9,2001
1533,re:volution ep,http://pitchfork.com/reviews/albums/1533-revolution-ep/,3.7,0,james p. wisdom,,2001-09-18,1,18,9,2001
8140,fading left to completely on,http://pitchfork.com/reviews/albums/8140-fading-left-to-completely-on/,7.7,0,brendan reid,,2001-09-18,1,18,9,2001
5444,never mind the context,http://pitchfork.com/reviews/albums/5444-never-mind-the-context/,7.3,0,john dark,,2001-09-17,0,17,9,2001
7996,mink car,http://pitchfork.com/reviews/albums/7996-mink-car/,2.8,0,matt lemay,contributor,2001-09-17,0,17,9,2001
707,lubricate your living-room,http://pitchfork.com/reviews/albums/707-lubricate-your-living-room/,5.2,0,paul cooper,contributor,2001-09-17,0,17,9,2001
7023,collected simplesongs of my temporary past,http://pitchfork.com/reviews/albums/7023-collected-simplesongs-of-my-temporary-past/,8.6,0,mark richardson,,2001-09-17,0,17,9,2001
3405,ruby series ep,http://pitchfork.com/reviews/albums/3405-ruby-series-ep/,7.3,0,christopher dare,,2001-09-16,6,16,9,2001
3135,rockin' the suburbs,http://pitchfork.com/reviews/albums/3135-rockin-the-suburbs/,6.3,0,joe tangari,contributor,2001-09-16,6,16,9,2001
4065,ii,http://pitchfork.com/reviews/albums/4065-ii/,6.1,0,joe tangari,contributor,2001-09-16,6,16,9,2001
7983,headcoats down!,http://pitchfork.com/reviews/albums/7983-headcoats-down/,8.7,0,dan kilian,,2001-09-16,6,16,9,2001
6304,lest we forget,http://pitchfork.com/reviews/albums/6304-lest-we-forget/,8.8,0,joe tangari,contributor,2001-09-11,1,11,9,2001
5236,all is dream,http://pitchfork.com/reviews/albums/5236-all-is-dream/,8.5,0,brendan reid,,2001-09-11,1,11,9,2001
5269,"the glow, pt. 2",http://pitchfork.com/reviews/albums/5269-the-glow-pt-2/,9.2,0,matt lemay,contributor,2001-09-10,0,10,9,2001
157,know by heart,http://pitchfork.com/reviews/albums/157-know-by-heart/,8,0,joe tangari,contributor,2001-09-09,6,9,9,2001
6614,the sword of god,http://pitchfork.com/reviews/albums/6614-the-sword-of-god/,6,0,matt lemay,contributor,2001-09-07,4,7,9,2001
1043,weird revolution,http://pitchfork.com/reviews/albums/1043-weird-revolution/,0.4,0,brent dicrescenzo,contributor,2001-08-31,4,31,8,2001
727,vespertine,http://pitchfork.com/reviews/albums/727-vespertine/,7.2,0,ryan schreiber,editor-in-chief,2001-08-31,4,31,8,2001
3881,someday my blues will cover the earth,http://pitchfork.com/reviews/albums/3881-someday-my-blues-will-cover-the-earth/,6.7,0,spencer owen,,2001-08-31,4,31,8,2001
82,tower in the fountain of sparks,http://pitchfork.com/reviews/albums/82-tower-in-the-fountain-of-sparks/,8,0,brendan reid,,2001-08-30,3,30,8,2001
7494,sound-dust,http://pitchfork.com/reviews/albums/7494-sound-dust/,7.4,0,brent dicrescenzo,contributor,2001-08-28,1,28,8,2001
1478,circulatory system,http://pitchfork.com/reviews/albums/1478-circulatory-system/,9.5,0,matt lemay,contributor,2001-08-28,1,28,8,2001
6462,all this sounds gas,http://pitchfork.com/reviews/albums/6462-all-this-sounds-gas/,5.3,0,ryan schreiber,editor-in-chief,2001-08-28,1,28,8,2001
8651,white blood cells,http://pitchfork.com/reviews/albums/8651-white-blood-cells/,9,0,dan kilian & ryan schreiber,,2001-08-23,3,23,8,2001
7067,gizmodgery,http://pitchfork.com/reviews/albums/7067-gizmodgery/,6.9,0,spencer owen,,2001-08-21,1,21,8,2001
4261,bleed american,http://pitchfork.com/reviews/albums/4261-bleed-american/,3.5,0,ryan schreiber,editor-in-chief,2001-08-21,1,21,8,2001
161,through the age of quarrel and into the era of putting up with it,http://pitchfork.com/reviews/albums/161-through-the-age-of-quarrel-and-into-the-era-of-putting-up-with-it/,4.4,0,brendan reid,,2001-08-18,5,18,8,2001
1451,godmusic,http://pitchfork.com/reviews/albums/1451-godmusic/,7.3,0,joe tangari,contributor,2001-08-07,1,7,8,2001
155,through the 90s: singles and unreleased,http://pitchfork.com/reviews/albums/155-through-the-90s-singles-and-unreleased/,6.7,0,nick mirov,,2001-08-05,6,5,8,2001
2988,the director's cut,http://pitchfork.com/reviews/albums/2988-the-directors-cut/,8.4,0,brendan reid,,2001-07-31,1,31,7,2001
254,let's go! ep,http://pitchfork.com/reviews/albums/254-lets-go-ep/,3.8,0,spencer owen,,2001-07-31,1,31,7,2001
3035,endless summer,http://pitchfork.com/reviews/albums/3035-endless-summer/,9.4,0,mark richard-san,,2001-07-31,1,31,7,2001
2950,danse macabre,http://pitchfork.com/reviews/albums/2950-danse-macabre/,7.8,0,kristin sage rockermann,,2001-07-31,1,31,7,2001
4936,ciao!: the best of lush,http://pitchfork.com/reviews/albums/4936-ciao-the-best-of-lush/,8.1,0,john dark,,2001-07-31,1,31,7,2001
7598,rings around the world,http://pitchfork.com/reviews/albums/7598-rings-around-the-world/,8.9,0,brent dicrescenzo,contributor,2001-07-23,0,23,7,2001
1701,burst and bloom ep,http://pitchfork.com/reviews/albums/1701-burst-and-bloom-ep/,6.9,0,dan kilian,,2001-07-21,5,21,7,2001
8188,the optimist lp,http://pitchfork.com/reviews/albums/8188-the-optimist-lp/,7.7,0,dan kilian,,2001-07-17,1,17,7,2001
6652,the essential radio birdman (1974-1978),http://pitchfork.com/reviews/albums/6652-the-essential-radio-birdman-1974-1978/,8.6,0,joe tangari,contributor,2001-07-17,1,17,7,2001
4040,out of the loop,http://pitchfork.com/reviews/albums/4040-out-of-the-loop/,7.1,0,jonny pietin,,2001-07-17,1,17,7,2001
8580,end of amnesia,http://pitchfork.com/reviews/albums/8580-end-of-amnesia/,7.6,0,ryan kearney,,2001-07-17,1,17,7,2001
164,jagged thoughts,http://pitchfork.com/reviews/albums/164-jagged-thoughts/,3.1,0,joe tangari,contributor,2001-07-12,3,12,7,2001
118,e^2 x 10 = tenure,http://pitchfork.com/reviews/albums/118-e2-x-10-tenure/,4.5,0,matt lemay,contributor,2001-07-12,3,12,7,2001
7335,howler ep,http://pitchfork.com/reviews/albums/7335-howler-ep/,5,0,ryan kearney,,2001-07-10,1,10,7,2001
1015,ancient melodies of the future,http://pitchfork.com/reviews/albums/1015-ancient-melodies-of-the-future/,8.6,0,spencer owen,,2001-07-10,1,10,7,2001
6461,goodbye to the edge city ep,http://pitchfork.com/reviews/albums/6461-goodbye-to-the-edge-city-ep/,6.8,0,dan kilian,,2001-07-09,0,9,7,2001
5502,yesterday was dramatic - today is ok,http://pitchfork.com/reviews/albums/5502-yesterday-was-dramatic-today-is-ok/,9.1,0,matt lemay,contributor,2001-07-07,5,7,7,2001
4906,why that doesn't surprise me,http://pitchfork.com/reviews/albums/4906-why-that-doesnt-surprise-me/,8,0,richard m. juzwiak,contributor,2001-07-07,5,7,7,2001
8155,blowback,http://pitchfork.com/reviews/albums/8155-blowback/,3.1,0,brent dicrescenzo,contributor,2001-07-02,0,2,7,2001
7941,danse manatee,http://pitchfork.com/reviews/albums/7941-danse-manatee/,3.9,0,brent s. sirota,,2001-07-01,6,1,7,2001
6448,vocal studies + uprock narratives,http://pitchfork.com/reviews/albums/6448-vocal-studies-uprock-narratives/,8.7,0,christopher dare,,2001-06-30,5,30,6,2001
1501,the ghost of fashion,http://pitchfork.com/reviews/albums/1501-the-ghost-of-fashion/,7,0,john dark,,2001-06-30,5,30,6,2001
7113,"oh, inverted world",http://pitchfork.com/reviews/albums/7113-oh-inverted-world/,8,0,ryan kearney,,2001-06-30,5,30,6,2001
4897,in the fishtank ep,http://pitchfork.com/reviews/albums/4897-in-the-fishtank-ep/,7.9,0,brendan reid,,2001-06-30,5,30,6,2001
669,hot shots ii,http://pitchfork.com/reviews/albums/669-hot-shots-ii/,8.6,0,matt lemay,contributor,2001-06-30,5,30,6,2001
570,duets 2001,http://pitchfork.com/reviews/albums/570-duets-2001/,7.6,0,mark richard-san,,2001-06-30,5,30,6,2001
8570,the walkmen,http://pitchfork.com/reviews/albums/8570-the-walkmen/,7.5,0,brent dicrescenzo,contributor,2001-06-26,1,26,6,2001
8924,songs from the hermetic theatre,http://pitchfork.com/reviews/albums/8924-songs-from-the-hermetic-theatre/,8.6,0,brent s. sirota,,2001-06-26,1,26,6,2001
8875,grinning cat,http://pitchfork.com/reviews/albums/8875-grinning-cat/,7.8,0,mark richard-san,,2001-06-26,1,26,6,2001
7447,go plastic,http://pitchfork.com/reviews/albums/7447-go-plastic/,5.1,0,ryan schreiber,editor-in-chief,2001-06-26,1,26,6,2001
4782,the texas-jerusalem crossroads,http://pitchfork.com/reviews/albums/4782-the-texas-jerusalem-crossroads/,7.8,0,brent s. sirota,,2001-06-21,3,21,6,2001
6238,the world won't end,http://pitchfork.com/reviews/albums/6238-the-world-wont-end/,7.2,0,joe tangari,contributor,2001-06-19,1,19,6,2001
8504,the death of a girl ep,http://pitchfork.com/reviews/albums/8504-the-death-of-a-girl-ep/,6,0,samir khan,contributor,2001-06-19,1,19,6,2001
5070,live at jittery joe's,http://pitchfork.com/reviews/albums/5070-live-at-jittery-joes/,7.9,0,matt lemay,contributor,2001-06-19,1,19,6,2001
2957,it's spooky,http://pitchfork.com/reviews/albums/2957-its-spooky/,6.3,0,ryan schreiber,editor-in-chief,2001-06-19,1,19,6,2001
4306,hotel lives,http://pitchfork.com/reviews/albums/4306-hotel-lives/,8.3,0,joe tangari,contributor,2001-06-19,1,19,6,2001
7662,everybody wants to know,http://pitchfork.com/reviews/albums/7662-everybody-wants-to-know/,5.9,0,joe tangari,contributor,2001-06-19,1,19,6,2001
1440,chicago underground quartet,http://pitchfork.com/reviews/albums/1440-chicago-underground-quartet/,7.4,0,mark richard-san,,2001-06-19,1,19,6,2001
510,"a flat inside a fog, the cat that was a dog",http://pitchfork.com/reviews/albums/510-a-flat-inside-a-fog-the-cat-that-was-a-dog/,8,0,mark richard-san,,2001-06-18,0,18,6,2001
7565,a celebratory arm gesture,http://pitchfork.com/reviews/albums/7565-a-celebratory-arm-gesture/,8.8,0,matt lemay,contributor,2001-06-18,0,18,6,2001
602,crane wars,http://pitchfork.com/reviews/albums/602-crane-wars/,6.1,0,christopher dare,,2001-06-15,4,15,6,2001
8400,time travel is lonely,http://pitchfork.com/reviews/albums/8400-time-travel-is-lonely/,8,0,spencer owen,,2001-06-12,1,12,6,2001
8144,the invisible band,http://pitchfork.com/reviews/albums/8144-the-invisible-band/,6.1,0,kristin sage rockermann,,2001-06-12,1,12,6,2001
5046,the dream of a modern day,http://pitchfork.com/reviews/albums/5046-the-dream-of-a-modern-day/,8.4,0,ryan schreiber,editor-in-chief,2001-06-05,1,5,6,2001
5756,neu! '75,http://pitchfork.com/reviews/albums/5756-neu-75/,8.5,0,brent s. sirota,,2001-06-05,1,5,6,2001
5757,neu! 2,http://pitchfork.com/reviews/albums/5757-neu-2/,7.5,0,brent s. sirota,,2001-06-05,1,5,6,2001
5754,neu!,http://pitchfork.com/reviews/albums/5754-neu/,9.7,0,brent s. sirota,,2001-06-05,1,5,6,2001
7438,masses,http://pitchfork.com/reviews/albums/7438-masses/,8.6,0,christopher dare,,2001-06-05,1,5,6,2001
3834,bodily functions,http://pitchfork.com/reviews/albums/3834-bodily-functions/,8.8,0,paul cooper,contributor,2001-06-05,1,5,6,2001
5533,at dawn,http://pitchfork.com/reviews/albums/5533-at-dawn/,7.1,0,christopher dare,,2001-06-05,1,5,6,2001
6659,amnesiac,http://pitchfork.com/reviews/albums/6659-amnesiac/,9,0,ryan schreiber,editor-in-chief,2001-06-04,0,4,6,2001
3800,we love the city,http://pitchfork.com/reviews/albums/3800-we-love-the-city/,5.2,0,mark richardson,executive editor,2001-05-31,3,31,5,2001
4738,the tyranny of distance,http://pitchfork.com/reviews/albums/4738-the-tyranny-of-distance/,8.5,0,kristin sage rockermann & chip chanko,,2001-05-31,3,31,5,2001
4488,the smith album,http://pitchfork.com/reviews/albums/4488-the-smith-album/,5,0,matt lemay,contributor,2001-05-31,3,31,5,2001
697,more revery ep,http://pitchfork.com/reviews/albums/697-more-revery-ep/,8,0,matt lemay,contributor,2001-05-31,3,31,5,2001
3524,gorillaz,http://pitchfork.com/reviews/albums/3524-gorillaz/,7,0,richard m. juzwiak,contributor,2001-05-31,3,31,5,2001
5952,coquelicot asleep in the poppies: a variety of whimsical verse,http://pitchfork.com/reviews/albums/5952-coquelicot-asleep-in-the-poppies-a-variety-of-whimsical-verse/,8,0,matt lemay,contributor,2001-05-31,3,31,5,2001
177,calculating components and compound formulas for mass population reconstruction,http://pitchfork.com/reviews/albums/177-calculating-components-and-compound-formulas-for-mass-population-reconstruction/,2.6,0,john dark,,2001-05-31,3,31,5,2001
5232,all the suits began to fall off ep,http://pitchfork.com/reviews/albums/5232-all-the-suits-began-to-fall-off-ep/,7.9,0,camilo arturo leslie,,2001-05-31,3,31,5,2001
6335,double figure,http://pitchfork.com/reviews/albums/6335-double-figure/,7.6,0,malcolm seymour iii,,2001-05-29,1,29,5,2001
80,"10,000 hz legend",http://pitchfork.com/reviews/albums/80-10000-hz-legend/,7.6,0,ryan kearney,,2001-05-28,0,28,5,2001
5085,you should know by now,http://pitchfork.com/reviews/albums/5085-you-should-know-by-now/,6.2,0,nick mirov,,2001-05-22,1,22,5,2001
2703,the invisible man,http://pitchfork.com/reviews/albums/2703-the-invisible-man/,9.1,0,joe tangari,contributor,2001-05-22,1,22,5,2001
8645,pneumonia,http://pitchfork.com/reviews/albums/8645-pneumonia/,8.1,0,ryan kearney,,2001-05-22,1,22,5,2001
6066,ovalcommers,http://pitchfork.com/reviews/albums/6066-ovalcommers/,7.8,0,mark richard-san,,2001-05-22,1,22,5,2001
6417,looking for leonard,http://pitchfork.com/reviews/albums/6417-looking-for-leonard/,7,0,ryan kearney,,2001-05-22,1,22,5,2001
8011,i poo poo on your juju,http://pitchfork.com/reviews/albums/8011-i-poo-poo-on-your-juju/,8.4,0,christopher dare,,2001-05-22,1,22,5,2001
2669,flowers,http://pitchfork.com/reviews/albums/2669-flowers/,8,0,paul cooper,contributor,2001-05-22,1,22,5,2001
1231,even my sure things fall through ep,http://pitchfork.com/reviews/albums/1231-even-my-sure-things-fall-through-ep/,8.6,0,joe tangari,contributor,2001-05-22,1,22,5,2001
4627,argyle heir,http://pitchfork.com/reviews/albums/4627-argyle-heir/,6.8,0,dan kilian,,2001-05-22,1,22,5,2001
6692,out of the races and onto the tracks ep,http://pitchfork.com/reviews/albums/6692-out-of-the-races-and-onto-the-tracks-ep/,7.3,0,brendan reid,,2001-05-21,0,21,5,2001
7445,my red hot car ep,http://pitchfork.com/reviews/albums/7445-my-red-hot-car-ep/,8,0,matt lemay,contributor,2001-05-21,0,21,5,2001
8074,can our love...,http://pitchfork.com/reviews/albums/8074-can-our-love/,8.1,0,joe tangari,contributor,2001-05-21,0,21,5,2001
1284,the cold vein,http://pitchfork.com/reviews/albums/1284-the-cold-vein/,8.3,0,christopher dare,,2001-05-15,1,15,5,2001
1640,open,http://pitchfork.com/reviews/albums/1640-open/,7.4,0,mark richard-san,,2001-05-15,1,15,5,2001
8104,lateralus,http://pitchfork.com/reviews/albums/8104-lateralus/,1.9,0,brent dicrescenzo,contributor,2001-05-15,1,15,5,2001
2283,exciter,http://pitchfork.com/reviews/albums/2283-exciter/,5.5,0,joe tangari,contributor,2001-05-15,1,15,5,2001
8611,weezer (green album),http://pitchfork.com/reviews/albums/8611-weezer-green-album/,4,0,spencer owen,,2001-05-14,0,14,5,2001
6748,reveal,http://pitchfork.com/reviews/albums/6748-reveal/,5,0,matt lemay,contributor,2001-05-14,0,14,5,2001
1060,look into the eyeball,http://pitchfork.com/reviews/albums/1060-look-into-the-eyeball/,8,0,spencer owen,,2001-05-08,1,8,5,2001
1024,identikit,http://pitchfork.com/reviews/albums/1024-identikit/,7.4,0,matt lemay,contributor,2001-05-08,1,8,5,2001
4677,field songs,http://pitchfork.com/reviews/albums/4677-field-songs/,8,0,ryan kearney,,2001-05-08,1,8,5,2001
4320,a future lived in past tense,http://pitchfork.com/reviews/albums/4320-a-future-lived-in-past-tense/,6.7,0,edward howard,,2001-05-08,1,8,5,2001
5365,rock action,http://pitchfork.com/reviews/albums/5365-rock-action/,8,0,matt lemay,contributor,2001-04-30,0,30,4,2001
144,mutilate us,http://pitchfork.com/reviews/albums/144-mutilate-us/,7.1,0,richard m. juzwiak,contributor,2001-04-30,0,30,4,2001
2757,miss e: so addictive,http://pitchfork.com/reviews/albums/2757-miss-e-so-addictive/,8.2,0,dan kilian,,2001-04-30,0,30,4,2001
5461,idiology,http://pitchfork.com/reviews/albums/5461-idiology/,9.6,0,mark richard-san,,2001-04-30,0,30,4,2001
4269,how can any thing so little be any more ep,http://pitchfork.com/reviews/albums/4269-how-can-any-thing-so-little-be-any-more-ep/,2.2,0,brent dicrescenzo,contributor,2001-04-30,0,30,4,2001
1638,cousteau,http://pitchfork.com/reviews/albums/1638-cousteau/,4.7,0,joe tangari,contributor,2001-04-30,0,30,4,2001
8427,noites do norte,http://pitchfork.com/reviews/albums/8427-noites-do-norte/,8.1,0,joe tangari,contributor,2001-04-24,1,24,4,2001
2964,necessity: the four-track years,http://pitchfork.com/reviews/albums/2964-necessity-the-four-track-years/,7,0,camilo arturo leslie,,2001-04-24,1,24,4,2001
2166,"fetch the compass, kids",http://pitchfork.com/reviews/albums/2166-fetch-the-compass-kids/,6.8,0,matt lemay,contributor,2001-04-24,1,24,4,2001
6013,feather float,http://pitchfork.com/reviews/albums/6013-feather-float/,9,0,spencer owen,,2001-04-24,1,24,4,2001
2860,dizzy spells,http://pitchfork.com/reviews/albums/2860-dizzy-spells/,8.5,0,spencer owen,,2001-04-24,1,24,4,2001
561,dilate,http://pitchfork.com/reviews/albums/561-dilate/,7.5,0,brendan reid,,2001-04-24,1,24,4,2001
1517,clouddead,http://pitchfork.com/reviews/albums/1517-clouddead/,8,0,christopher dare,,2001-04-24,1,24,4,2001
2830,a man under the influence,http://pitchfork.com/reviews/albums/2830-a-man-under-the-influence/,8.3,0,joe tangari,contributor,2001-04-24,1,24,4,2001
8373,acre thrills,http://pitchfork.com/reviews/albums/8373-acre-thrills/,9.1,0,spencer owen,,2001-04-24,1,24,4,2001
8494,8000 b.c.,http://pitchfork.com/reviews/albums/8494-8000-bc/,5.2,0,mark richard-san,,2001-04-24,1,24,4,2001
7311,underwater moonlight,http://pitchfork.com/reviews/albums/7311-underwater-moonlight/,8.5,0,sam eccleston,,2001-03-31,5,31,3,2001
7280,sewn to the sky,http://pitchfork.com/reviews/albums/7280-sewn-to-the-sky/,8,0,matt lemay,contributor,2001-03-31,5,31,3,2001
5771,mass romantic,http://pitchfork.com/reviews/albums/5771-mass-romantic/,8.4,0,richard m. juzwiak,contributor,2001-03-31,5,31,3,2001
4727,lemonjelly.ky,http://pitchfork.com/reviews/albums/4727-lemonjellyky/,4.2,0,paul cooper,contributor,2001-03-31,5,31,3,2001
3593,isolation drills,http://pitchfork.com/reviews/albums/3593-isolation-drills/,7,0,matt lemay,contributor,2001-03-31,5,31,3,2001
6812,group sounds,http://pitchfork.com/reviews/albums/6812-group-sounds/,8.2,0,nick mirov,,2001-03-31,5,31,3,2001
183,funny cry happy gift,http://pitchfork.com/reviews/albums/183-funny-cry-happy-gift/,6.8,0,camilo arturo leslie,,2001-03-31,5,31,3,2001
8685,everything's fine,http://pitchfork.com/reviews/albums/8685-everythings-fine/,5.9,0,john dark,,2001-03-31,5,31,3,2001
701,ease down the road,http://pitchfork.com/reviews/albums/701-ease-down-the-road/,7.9,0,matt lemay,contributor,2001-03-31,5,31,3,2001
2336,dismemberment plan & juno ep,http://pitchfork.com/reviews/albums/2336-dismemberment-plan-juno-ep/,8,0,matt lemay,contributor,2001-03-31,5,31,3,2001
2262,agony part 1,http://pitchfork.com/reviews/albums/2262-agony-part-1/,6.6,0,mark richard-san,,2001-03-31,5,31,3,2001
5151,a chance to cut is a chance to cure,http://pitchfork.com/reviews/albums/5151-a-chance-to-cut-is-a-chance-to-cure/,8.8,0,mark richard-san,,2001-03-31,5,31,3,2001
4633,604,http://pitchfork.com/reviews/albums/4633-604/,7.5,0,mark richard-san,,2001-03-31,5,31,3,2001
11667,smiley smile,http://pitchfork.com/reviews/albums/11667-smiley-smilewild-honey/,9.5,0,spencer owen,,2001-03-29,3,29,3,2001
1394,month of sundays,http://pitchfork.com/reviews/albums/1394-month-of-sundays/,6.9,0,dan kilian,,2001-03-27,1,27,3,2001
186,how i loved you,http://pitchfork.com/reviews/albums/186-how-i-loved-you/,4.8,0,richard m. juzwiak,contributor,2001-03-27,1,27,3,2001
2767,blister pop,http://pitchfork.com/reviews/albums/2767-blister-pop/,7.3,0,john dark,,2001-03-27,1,27,3,2001
3916,home is where it hurts ep,http://pitchfork.com/reviews/albums/3916-home-is-where-it-hurts-ep/,7.2,0,matt lemay,contributor,2001-03-26,0,26,3,2001
8231,once,http://pitchfork.com/reviews/albums/8231-once/,6.6,0,joe tangari,contributor,2001-03-20,1,20,3,2001
7922,hoshi no koe,http://pitchfork.com/reviews/albums/7922-hoshi-no-koe/,8.2,0,mark richard-san,,2001-03-20,1,20,3,2001
5295,golden street,http://pitchfork.com/reviews/albums/5295-golden-street/,5.8,0,sam eccleston,,2001-03-20,1,20,3,2001
8008,bob dinners and larry noodles present tubby turdner's celebrity avalanche,http://pitchfork.com/reviews/albums/8008-bob-dinners-and-larry-noodles-present-tubby-turdners-celebrity-avalanche/,8.6,0,joe tangari,contributor,2001-03-20,1,20,3,2001
4459,bbc sessions 1964-1977,http://pitchfork.com/reviews/albums/4459-bbc-sessions-1964-1977/,6.5,0,ryan kearney,,2001-03-20,1,20,3,2001
5072,know your enemy,http://pitchfork.com/reviews/albums/5072-know-your-enemy/,7.5,0,brendan reid,,2001-03-19,0,19,3,2001
8699,consciousness,http://pitchfork.com/reviews/albums/8699-consciousness/,8.2,0,mark richard-san,,2001-03-19,0,19,3,2001
5257,mokoondi,http://pitchfork.com/reviews/albums/5257-mokoondi/,7.6,0,mark richard-san,,2001-03-14,2,14,3,2001
7213,up the country,http://pitchfork.com/reviews/albums/7213-up-the-country/,8,0,ryan kearney,,2001-03-13,1,13,3,2001
1654,onsumothasheeat,http://pitchfork.com/reviews/albums/1654-onsumothasheeat/,7.7,0,paul cooper,contributor,2001-03-13,1,13,3,2001
2134,discovery,http://pitchfork.com/reviews/albums/2134-discovery/,6.4,0,ryan schreiber,editor-in-chief,2001-03-13,1,13,3,2001
3839,sunny border blue,http://pitchfork.com/reviews/albums/3839-sunny-border-blue/,8,0,john dark,,2001-03-06,1,6,3,2001
4448,quiet is the new loud,http://pitchfork.com/reviews/albums/4448-quiet-is-the-new-loud/,5.2,0,richard m. juzwiak,contributor,2001-03-06,1,6,3,2001
8555,musipal,http://pitchfork.com/reviews/albums/8555-musipal/,8,0,spencer owen,,2001-03-06,1,6,3,2001
