company,bean_origin,cocoa_percent,company_location,rating,bean_type,broad_bean_origin
Soma,Bachelor's Hall E.- St. Thomas Parish,0.7,Canada,3.5,Trinitario,Jamaica
Sprungli (Felchlin),Alto Beni,0.7,Switzerland,3.5,Criollo,Bolivia
SRSLY,Dominican Republic,0.7,U.S.A.,3.5,Unknown,Dominican Republic
SRSLY,Dominican Republic,0.84,U.S.A.,2,Unknown,Dominican Republic
Sublime Origins,Sambirano,0.67,U.S.A.,3,Trinitario,Madagascar
Sublime Origins,Moho Valley,0.78,U.S.A.,3.25,Trinitario,Belize
Szanto Tibor,Autumn- Primary Harvest- 2012,0.7,Hungary,3.75,Criollo,Madagascar
Szanto Tibor,Spring- Secondary Harvest- 2012,0.7,Hungary,2,Criollo,Madagascar
Szanto Tibor,Cacao Blanco,0.7,Hungary,2.75,Unknown,Nicaragua
Tabal,Costa Rica,0.7,U.S.A.,3.5,Unknown,Costa Rica
Tabal,Dominican Republic,0.7,U.S.A.,3.5,Unknown,Dominican Republic
Tabal,Chiapas- Lacandon Jungle,0.7,U.S.A.,2.75,Unknown,Mexico
Tabal,Peru,0.7,U.S.A.,3.5,Unknown,Peru
twenty-four blackbirds,Dominican Republic,0.68,U.S.A.,3,Unknown,Dominican Republic
twenty-four blackbirds,Palos Blancos,0.75,U.S.A.,2.5,Unknown,Bolivia
Valrhona,Andoa- Grand Cru blend,0.7,France,2.5,Unknown,Unknown
Valrhona,Loma Sotavento- 2013,0.64,France,2.75,Unknown,Dominican Republic
Videri,Dark,0.9,U.S.A.,3.75,Unknown,Central and S. America
Wilkie's Organic,Amazonas,0.75,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Amazonas,0.89,Ireland,2.75,Criollo,Peru
Wilkie's Organic,Tumbes,0.75,Ireland,3,Criollo,Peru
Wilkie's Organic,Amazonas w/ nibs,0.75,Ireland,3.25,Criollo,Peru
Willie's Cacao,Java- Indonesian Black,1,U.K.,3.25,Unknown,Indonesia
Woodblock,Camino Verde P.- Balao- Guayas,0.7,U.S.A.,3.5,Unknown,Ecuador
Woodblock,Gran Couva,0.7,U.S.A.,3.75,Trinitario,Trinidad
Xocolat,Hispaniola,0.66,Domincan Republic,3.75,Unknown,Dominican Republic
A. Morin,Carenero,0.7,France,3.25,Criollo,Venezuela
A. Morin,Cuba,0.7,France,3.25,Unknown,Cuba
A. Morin,Sur del Lago,0.7,France,3.5,Criollo,Venezuela
A. Morin,Puerto Cabello,0.7,France,3.5,Criollo,Venezuela
A. Morin,Pablino,0.7,France,3.5,Unknown,Peru
Alain Ducasse,Trinite,0.65,France,3.75,Trinitario,Trinidad
Alain Ducasse,Vietnam,0.75,France,3.75,Trinitario,Vietnam
Alain Ducasse,Madagascar,0.75,France,2.75,Trinitario,Madagascar
Anahata,Elvesia,0.75,U.S.A.,2.75,Unknown,Dominican Republic
Ara,Madagascar,0.75,France,3,Trinitario,Madagascar
Ara,Chiapas,0.72,France,3.25,Unknown,Mexico
Ara,Equateur,0.75,France,3.5,Unknown,Ecuador
Ara,Trincheras,0.75,France,3.5,Unknown,Venezuela
Bar Au Chocolat,Maranon Canyon,0.7,U.S.A.,3.5,Forastero (Nacional),Peru
Black River (A. Morin),Blue Mountain Region,0.7,U.K.,3.5,Trinitario,Jamaica
Bonnat,Kaori,0.75,France,3.5,Unknown,Brazil
Bonnat,Los Colorados- Santo Domingo- Equateur,0.75,France,3.5,Unknown,Dominican Republic
Bonnat,Surfin,0.65,France,2.75,Unknown,Venez-Africa-Brasil-Peru-Mex
Bowler Man,Maya Mountain,0.7,U.S.A.,3,Trinitario,Belize
Bowler Man,Conacado,0.7,U.S.A.,3,Unknown,Dominican Republic
Brasstown aka It's Chocolate,Maya Mountain,0.7,U.S.A.,3.25,Trinitario,Belize
Brasstown aka It's Chocolate,Chuao,0.7,U.S.A.,3,Trinitario,Venezuela
Bright,Somia Plantation,0.72,Australia,3.25,Trinitario,Madagascar
Bright,Marabel Farms,0.7,Australia,3.5,Unknown,Dominican Republic
Bright,Camino Verde- Balao- Guayas,0.72,Australia,3.5,Unknown,Ecuador
Bright,Gran Couva,0.68,Australia,3.5,Trinitario,Trinidad
Burnt Fork Bend,Trinidad,0.72,U.S.A.,3.5,Trinitario,Trinidad
Burnt Fork Bend,Mindo,0.72,U.S.A.,3.5,Unknown,Ecuador
Burnt Fork Bend,Belize,0.72,U.S.A.,3.5,Trinitario,Belize
Burnt Fork Bend,Blend,0.72,U.S.A.,3.5,Blend,Unknown
Burnt Fork Bend,Ecuador- Bob Bar,0.6,U.S.A.,3.75,Unknown,Ecuador
Cacao Atlanta,Tumbes,0.75,U.S.A.,3,Criollo,Peru
Cacao de Origen,Chuao- Aragua region,0.75,Venezuela,3,Trinitario,Venezuela
Cacao de Origen,Chuao- Aragua region,0.7,Venezuela,3.25,Trinitario,Venezuela
Cacao Hunters,Sierra Nevada,0.64,Colombia,3.5,Unknown,Colombia
Cacao Hunters,Tumaco,0.7,Colombia,2.25,Unknown,Colombia
Cacao Hunters,Boyaca- Aprocampa Coop- Pauna,0.69,Colombia,2.5,Unknown,Colombia
Cacao Hunters,Arauca,0.7,Colombia,2.75,Unknown,Colombia
C-Amaro,Cuba,0.75,Italy,3,Unknown,Cuba
C-Amaro,Dominican Republic,0.72,Italy,3.25,Unknown,Dominican Republic
C-Amaro,Lago di Como- Blu,0.7,Italy,2.5,Blend,Unknown
Captain Pembleton,Saidor Estate- Madang P.,0.7,New Zealand,2.75,Trinitario,Papua New Guinea
Captain Pembleton,Kulili Estate,0.7,New Zealand,2.75,Unknown,Papua New Guinea
Castronovo,Sierra Nevada,0.72,U.S.A.,2.75,Criollo- Trinitario,Colombia
Castronovo,Arauca,0.76,U.S.A.,2.75,Criollo- Trinitario,Colombia
Castronovo,Elvesia P.,0.7,U.S.A.,3,Trinitario,Dominican Republic
Cello,Ecuador,0.7,U.S.A.,3,Unknown,Ecuador
Cello,Peru,0.7,U.S.A.,3,Unknown,Peru
Cello,Venezuela,0.7,U.S.A.,3,Unknown,Venezuela
Cello,Bolivia,0.7,U.S.A.,3,Unknown,Bolivia
Chaleur B,Uganda,0.7,Canada,3.25,Forastero,Uganda
Chequessett,la Amistad,0.7,U.S.A.,3.25,Unknown,Costa Rica
Choco Del Sol,Maya Mountain w/ nibs,0.75,Germany,3.25,Trinitario,Belize
Choco Del Sol,Maya Mountain,0.82,Germany,3.5,Trinitario,Belize
Chocolate Conspiracy,Peru,0.74,U.S.A.,3.5,Unknown,Peru
Chocolats Privilege,Xoconusco,0.7,Canada,3.5,Criollo,Mexico
Cravve,New Ireland,0.7,Australia,3.75,Forastero,Papua New Guinea
Cravve,Vanuatu- batch 2410,0.83,Australia,3.75,Trinitario,Vanuatu
Dandelion,Maya Mountain,0.7,U.S.A.,3.5,Trinitario,Belize
Dandelion,Camino Verde P.- Balao- Guayas- 2013,0.7,U.S.A.,3.75,Unknown,Ecuador
Dandelion,Buto,0.7,U.S.A.,4,Unknown,Liberia
Dandelion,San Francisco de Macoris- Cibao region,0.7,U.S.A.,4,Unknown,Dominican Republic
Danta,Los Ujuxtes,0.82,Guatemala,3.25,Unknown,Guatemala
Dick Taylor,Elvesia,0.74,U.S.A.,3.25,Unknown,Dominican Republic
Doble & Bignall,Panama- Raven,0.72,U.K.,3.25,Unknown,Panama
Doble & Bignall,Puerto Cabello- Mantuano,0.72,U.K.,3.5,Trinitario,Venezuela
Doble & Bignall,Johe,0.72,U.K.,3,Criollo- Trinitario,Nicaragua
Duffy's,Chuno- Xoco,0.7,U.K.,2.5,Criollo,Nicaragua
Duffy's,Rico Rugoso- Xoco,0.76,U.K.,2.75,Criollo,Nicaragua
East Van Roasters,Peru,0.7,Canada,3,Unknown,Peru
East Van Roasters,Madagascar,0.7,Canada,3,Trinitario,Madagascar
East Van Roasters,Dominican Republic,0.7,Canada,3.5,Unknown,Dominican Republic
Erithaj (A. Morin),Ben Tre,0.7,France,2.5,Trinitario,Vietnam
Erithaj (A. Morin),Ham Luong,0.8,France,2.5,Trinitario,Vietnam
Erithaj (A. Morin),Ba Lai,0.74,France,2.75,Trinitario,Vietnam
Ethereal,Belize,0.8,U.S.A.,3,Trinitario,Belize
Ethereal,Ecuador,0.8,U.S.A.,3.25,Unknown,Ecuador
Ethereal,Dominican Republic,0.8,U.S.A.,3.25,Unknown,Dominican Republic
Finca,Puerto Rico,0.65,U.S.A.,3.5,Unknown,Puerto Rico
Finca,Dominican Republic,0.8,U.S.A.,3.5,Unknown,Dominican Republic
Finca,Dominican Republic,0.7,U.S.A.,3,Unknown,Dominican Republic
Finca,Dominican Republic,0.85,U.S.A.,3.5,Unknown,Dominican Republic
Forever Cacao,Rio Eni,0.72,U.K.,3.5,Criollo,Peru
Franceschi,Choroni,0.7,Venezuela,2,Unknown,Venezuela
Franceschi,Ocumare,0.7,Venezuela,2,Unknown,Venezuela
Frederic Blondeel,Ghana,0.6,Belgium,2,Forastero,Ghana
Frederic Blondeel,Madagascar,0.65,Belgium,3,Trinitario,Madagascar
French Broad,San Andres,0.8,U.S.A.,3.5,Unknown,Costa Rica
French Broad,Matagalpa,0.68,U.S.A.,3.5,Unknown,Nicaragua
Fresco,Maranon- #228- MR- SC,0.7,U.S.A.,3.75,Forastero (Nacional),Peru
Fresco,Maranon- #227- LR- MC,0.7,U.S.A.,4,Forastero (Nacional),Peru
Fresco,Maranon- #229- MR- LC,0.7,U.S.A.,4,Forastero (Nacional),Peru
Fresco,Maranon- #230- DR- LC,0.7,U.S.A.,4,Forastero (Nacional),Peru
Friis Holm (Bonnat),La Dalia,0.7,Denmark,1.5,Unknown,Nicaragua
Fruition,Gran Couva,0.7,U.S.A.,2,Trinitario,Trinidad
Fruition,Maranon,0.76,U.S.A.,2.5,Forastero (Nacional),Peru
Garden Island,Kaua'I- Alea Estate +world,0.85,U.S.A.,2.5,Blend,Hawaii
Habitual,Papua New Guinea,0.8,Canada,3.25,Unknown,Papua New Guinea
Habitual,Campesino w/ nibs,0.74,Canada,3.25,Unknown,Unknown
Habitual,Dominican Republic,0.75,Canada,3.5,Unknown,Dominican Republic
Habitual,Trinitario,0.7,Canada,3.5,Trinitario,Unknown
Habitual,Downtown London,0.65,Canada,3.5,Unknown,Unknown
Habitual,Africa meets Latina,0.7,Canada,3.75,Unknown,Unknown
Habitual,Amazonas,0.8,Canada,3.75,Unknown,Unknown
Habitual,Sharkey,0.66,Canada,2.5,Unknown,Hawaii
Habitual,one hundred,1,Canada,3.5,Unknown,Unknown
Hacienda El Castillo,Don Homero- Cerecita Valley,0.55,Ecuador,2.75,Trinitario,Ecuador
Hacienda El Castillo,Don Homero- Cerecita Valley,0.7,Ecuador,2.75,Trinitario,Ecuador
Heirloom Cacao Preservation (Guittard),Alto Beni- Upper Rio Beni- 2014,0.67,U.S.A.,3.5,Amazon- ICS,Bolivia
Heirloom Cacao Preservation (Guittard),Wild Beni- Lower Rio Beni- Tranquilidad- 2014,0.67,U.S.A.,3.5,Beniano,Bolivia
Heirloom Cacao Preservation (Guittard),Los Rios- Hacienda Limon- Orecao- 2014,0.67,U.S.A.,3.75,EET,Ecuador
Heirloom Cacao Preservation (Guittard),Maunawili- O'ahu- Agri Research C.- 2014,0.67,U.S.A.,2.5,Unknown,Hawaii
Honest,Ecuador- w/ nibs,0.72,South Africa,2.75,Unknown,Ecuador
Hummingbird,Bolivia,0.7,Canada,3,Criollo- Trinitario,Bolivia
Hummingbird,Bolivia- Bo-nib-ia- w/ nibs,0.7,Canada,3.25,Criollo- Trinitario,Bolivia
Hummingbird,Momotombo,0.7,Canada,2.75,Trinitario,Nicaragua
Hummingbird,Hispaniola,0.7,Canada,3,Trinitario,Dominican Republic
Hummingbird,Zorzal Reserva w/ Charles Kerchner,0.7,Canada,3.25,Unknown,Dominican Republic
Indi,Honduras,0.77,U.S.A.,2.75,Unknown,Honduras
Isidro,Madagascar,0.72,U.S.A.,2.75,Trinitario,Madagascar
Isidro,Peru,0.72,U.S.A.,3.25,Unknown,Peru
Isidro,Belize,0.72,U.S.A.,3.5,Trinitario,Belize
Isidro,Dominican Republic,0.72,U.S.A.,3.25,Unknown,Dominican Republic
Just Good Chocolate,Belize,0.7,U.S.A.,3.25,Trinitario,Belize
Just Good Chocolate,Madagascar,0.7,U.S.A.,3.5,Trinitario,Madagascar
Just Good Chocolate,Peru,0.7,U.S.A.,3.5,Unknown,Peru
Kiskadee,La Red- Guanconjeco,0.6,U.S.A.,3.5,Trinitario,Dominican Republic
Kto,San Martin,0.72,U.S.A.,3.5,Unknown,Peru
Kto,Ocumare,0.72,U.S.A.,2.75,Unknown,Venezuela
Kto,Belize,0.72,U.S.A.,2.75,Trinitario,Belize
Kto,Sambirano Valley,0.72,U.S.A.,2.75,Trinitario,Madagascar
Kto,Belize,0.9,U.S.A.,3,Trinitario,Belize
Kto,Elvesia,0.72,U.S.A.,2.75,Unknown,Dominican Republic
Kto,ROIG,0.72,U.S.A.,3,Unknown,Dominican Republic
Laia aka Chat-Noir,Cuba,0.7,France,3.25,Unknown,Cuba
Laia aka Chat-Noir,Trinidad-Tobago,0.68,France,2.5,Unknown,Trinidad-Tobago
Letterpress,Maranura,0.7,U.S.A.,3,Forastero (Nacional),Peru
Levy,Sambirano,0.71,Finland,2.5,Criollo,Madagascar
Lonohana,Haleiwa E- O'ahu- 2014,0.65,U.S.A.,3.75,Unknown,Hawaii
Lonohana,Haleiwa E- O'ahu- 2014,0.75,U.S.A.,3.75,Unknown,Hawaii
Mana,Peru,0.74,U.S.A.,3.5,Unknown,Peru
Mana,Venezuela,0.74,U.S.A.,2.25,Unknown,Venezuela
Manifesto Cacao,Colombia,0.7,Colombia,2.5,Unknown,Colombia
Manufaktura Czekolady,Porcelana,0.7,Poland,3.5,Criollo,Venezuela
Manufaktura Czekolady,Kolumbia,0.85,Poland,1,Unknown,Colombia
Mast Brothers,French Laundry 20th Anniversary,0.75,U.S.A.,2,Blend,Peru- Belize
Maverick,Maya Mountain,0.7,U.S.A.,2.5,Trinitario,Belize
Maverick,Elvesia,0.7,U.S.A.,2.75,Unknown,Dominican Republic
Maverick,Tumbes,0.82,U.S.A.,3,Criollo,Peru
Maverick,Morropon- Norandiono Coop- Piura,0.63,U.S.A.,3.75,Criollo,Peru
Meadowlands,Bolivia,0.7,U.S.A.,2.25,Unknown,Bolivia
Meadowlands,Venezuela,0.7,U.S.A.,2.75,Unknown,Venezuela
Meadowlands,Belize,0.7,U.S.A.,3,Trinitario,Belize
Meadowlands,Nicaragua- w/ inbs,0.7,U.S.A.,3,Unknown,Nicaragua
Meadowlands,Dominican Republic,0.7,U.S.A.,2.75,Unknown,Dominican Republic
Mesocacao,Honduras,0.8,Honduras,3.5,Unknown,Honduras
Mesocacao,Honduras,0.7,Honduras,3,Unknown,Honduras
Mesocacao,La Tronca- Matagalpa,0.7,Honduras,3,Unknown,Nicaragua
Mesocacao,La Tronca- Matagalpa,0.8,Honduras,3.25,Unknown,Nicaragua
Metiisto,Fazenda Sempre Firme P.- Bahia,0.7,Sweden,3,Unknown,Brazil
Metiisto,Akesson Estate,0.72,Sweden,3,Trinitario,Madagascar
Monsieur Truffe,Papaua New Guinea,0.7,Australia,2.75,Unknown,Papua New Guinea
Naâ–äve,Nicaragua,0.7,Lithuania,3,Criollo,Nicaragua
Naâ–äve,Chuao,0.75,Lithuania,3.25,Trinitario,Venezuela
Naâ–äve,Barinas,0.7,Lithuania,2.75,Unknown,Venezuela
Nathan Miller,Peru,0.72,U.S.A.,3,Unknown,Peru
Nathan Miller,Hispaniola,0.7,U.S.A.,3.5,Unknown,Dominican Republic
Nathan Miller,Ghana,0.7,U.S.A.,3.75,Forastero,Ghana
Noble Bean aka Jerjobo,Ghana,0.75,U.S.A.,3.75,Forastero,Ghana
Noble Bean aka Jerjobo,Moho Valley,0.75,U.S.A.,3.5,Trinitario,Belize
Noble Bean aka Jerjobo,Maranon Canyon,0.75,U.S.A.,2.5,Forastero (Nacional),Peru
Ocho,PNG- Devotion,0.66,New Zealand,3.75,Unknown,Papua New Guinea
Ocho,PNG- Revolution,0.7,New Zealand,3.75,Unknown,Papua New Guinea
Ocho,PNG- Voodoo,0.88,New Zealand,3.75,Unknown,Papua New Guinea
Ocho,PNG- Nib Bar,0.74,New Zealand,4,Unknown,Papua New Guinea
Omnom,Papua New Guinea,0.7,Iceland,2.75,Unknown,Papua New Guinea
Omnom,Madagascar,0.66,Iceland,2.75,Trinitario,Madagascar
Original Beans (Felchlin),Papua Kerafat,0.68,Switzerland,3,Unknown,Papua New Guinea
Original Beans (Felchlin),Grand Cru Blend No.1- 5 yr. Anniversary Ed,0.8,Switzerland,3.25,Blend,Unknown
Pacari,Garaua,0.7,Ecuador,3.5,Unknown,Ecuador
Pacari,Cumbia,0.7,Ecuador,3.5,Unknown,Ecuador
Pacari,Montubia,0.7,Ecuador,2.75,Unknown,Ecuador
Pacari,Tangara,0.7,Ecuador,3,Unknown,Ecuador
Palette de Bine,Alto Beni- Palos Blancos,0.72,Canada,3.5,Unknown,Bolivia
Palette de Bine,Sambirano,0.78,Canada,2.75,Trinitario,Madagascar
Palette de Bine,Camino Verde P.- Balao- Guayas,0.75,Canada,3,Unknown,Ecuador
Palette de Bine,Duo- Gran Couva & Camino Verde,0.75,Canada,3,Blend,Trinidad- Ecuador
Palette de Bine,Gran Couva,0.7,Canada,3,Trinitario,Trinidad
Park 75,South America,0.65,U.S.A.,2,Unknown,South America
Parliament,Alto Beni,0.7,U.S.A.,2.75,Unknown,Bolivia
Parliament,Oko Caribe,0.7,U.S.A.,2.75,Unknown,Dominican Republic
Paul Young,Madagascar- w/ shell,0.73,U.K.,3,Trinitario,Madagascar
Paul Young,Madagascar- w/ shell,0.64,U.K.,2.75,Trinitario,Madagascar
Pitch Dark,Akesson Estate,0.73,U.S.A.,3,Trinitario,Madagascar
Pitch Dark,Namau Village,0.73,U.S.A.,3.5,Trinitario,Fiji
Pitch Dark,Camino Verde P.- Balao- Guayas- Fruity,0.73,U.S.A.,3.75,Unknown,Ecuador
Pitch Dark,Camino Verde P.- Balao- Guayas- Floral,0.73,U.S.A.,2.75,Unknown,Ecuador
Potomac,Cuyagua- 2013,0.7,U.S.A.,2.75,Unknown,Venezuela
Pump Street Bakery,Patanemo Vil.- Carabobo State- Tisano family,0.75,U.K.,2.75,Trinitario,Venezuela
Pump Street Bakery,Guantupi River,0.75,U.K.,3,Forastero (Nacional),Ecuador
Pump Street Bakery,Akessons Estate- Sambirano- Ambanja,0.72,U.K.,3,Trinitario,Madagascar
Pump Street Bakery,Guantupi River,0.85,U.K.,2.75,Forastero (Nacional),Ecuador
Rogue,Porcelana,0.8,U.S.A.,3,Criollo,Venezuela
Shark Mountain,Ecuador,0.75,U.S.A.,3,Trinitario,Ecuador
Shark Mountain,Belize- 2013,0.72,U.S.A.,3.25,Criollo- Trinitario,Belize
Sirene,Somia Plantation- 2012,0.67,Canada,3.25,Trinitario,Madagascar
Sirene,Somia Plantation- 2012,0.73,Canada,3.75,Trinitario,Madagascar
Sirene,Camino Verde P.- Balao- Guayas,0.73,Canada,3,Unknown,Ecuador
Solstice,Bundibugyo,0.7,U.S.A.,3,Forastero- Trinitario,Uganda
Soma,La Tronca- Matagalpa,0.7,Canada,3,Unknown,Nicaragua
Soma,Maranon Canyon,0.7,Canada,3,Forastero (Nacional),Peru
Soma,La Dalia,0.7,Canada,2,Trinitario,Nicaragua
Soma,Camino Verde P.- Balao- Guayas,0.8,Canada,2.5,Forastero (Nacional),Ecuador
Soma,Espiritu Santo- 'Smoke Monster',0.7,Canada,2.75,Forastero (Amelonado),Vanuatu
Soma,Little Big Man,0.7,Canada,2.75,Blend,Madagascar & Ecuador
Somerville,Nicaragua,0.7,U.S.A.,3,Unknown,Nicaragua
Somerville,Hawaiian- Big Island,0.7,U.S.A.,3.25,Unknown,Hawaii
Spencer,Malekula Island,0.72,Australia,3.5,Trinitario,Vanuatu
Stone Grindz,Ecuador- Midnight Dark,0.84,U.S.A.,3.5,Unknown,Ecuador
Stone Grindz,Ecuador- Twilght Dark,0.7,U.S.A.,3.5,Unknown,Ecuador
Szanto Tibor,Porcelana,0.7,Hungary,3.75,Criollo,Venezuela
Szanto Tibor,Baracoa,0.7,Hungary,4,Trinitario,Cuba
Taza,Belize,0.68,U.S.A.,4,Trinitario,Belize
Terroir,Ecuador,0.77,U.S.A.,4,Unknown,Ecuador
Terroir,Madagascar,0.67,U.S.A.,2.75,Trinitario,Madagascar
Terroir,Uganda,0.73,U.S.A.,2.75,Forastero,Uganda
To'ak (Ecuatoriana),Manabi,0.81,Ecuador,2.75,Forastero (Nacional),Ecuador
Treehouse,Conacado,0.72,U.S.A.,3,Unknown,Dominican Republic
twenty-four blackbirds,Madagascar,0.75,U.S.A.,3.25,Trinitario,Madagascar
Undone,Matagalpa,0.74,U.S.A.,3.25,Unknown,Nicaragua
Undone,Nourish,0.7,U.S.A.,3.5,Unknown,Dominican Republic
Urzi,Sur del Lago- Merida,0.65,Italy,3.5,Trinitario,Venezuela
Videri,Dominican Republic,0.9,U.S.A.,3.75,Unknown,Dominican Republic
Videri,Trinidad,0.75,U.S.A.,3.75,Trinitario,Trinidad
Videri,Mindo,0.75,U.S.A.,3.75,Unknown,Ecuador
Vintage Plantations,San Martin,0.75,U.S.A.,3,Unknown,Peru
Willie's Cacao,Los Llanos,0.88,U.K.,3.5,Trinitario,Colombia
Woodblock,Maranon- Cajamarca,0.7,U.S.A.,3,Forastero (Nacional),Peru
Zotter,Raw,0.8,Austria,3.25,Unknown,Unknown
A. Morin,Kpime,0.7,France,3.5,Unknown,Togo
A. Morin,Atsane,0.7,France,3.5,Unknown,Togo
A. Morin,Akata,0.7,France,2.5,Unknown,Togo
A. Morin,Quilla,0.7,France,2.75,Unknown,Peru
Acalli,Chulucanas- El Platanal,0.7,U.S.A.,3.5,Unknown,Peru
Acalli,Tumbes- Norandino,0.7,U.S.A.,3.5,Criollo,Peru
Ambrosia,Belize,0.64,Canada,3.75,Trinitario,Belize
Ambrosia,Madagascar,0.66,Canada,4,Trinitario,Madagascar
Ambrosia,Dominican Republic,0.75,Canada,4,Unknown,Dominican Republic
Ambrosia,Papua New Guinea,0.63,Canada,4,Unknown,Papua New Guinea
Ambrosia,Venezuela,0.7,Canada,2.25,Unknown,Venezuela
Ambrosia,Peru,0.68,Canada,2.75,Unknown,Peru
Arete,Fazenda Camboa,0.7,U.S.A.,3,Unknown,Brazil
Arete,Nacional,0.68,U.S.A.,3,Forastero (Nacional),Peru
Arete,Puerto Quito- heirloom,0.7,U.S.A.,3,Forastero (Nacional),Ecuador
Arete,Oko Caribe,0.7,U.S.A.,3,Unknown,Domincan Republic
Arete,Maya Mountain,0.7,U.S.A.,3,Trinitario,Belize
Arete,Chuno,0.7,U.S.A.,3,Criollo- Trinitario,Nicaragua
Arete,Fazenda Camboa,0.75,U.S.A.,3.25,Unknown,Brazil
Arete,Guatemala,0.7,U.S.A.,3.25,Unknown,Guatemala
Arete,Camino Verde,0.75,U.S.A.,3.5,Unknown,Ecuador
Bahen & Co.,Houseblend,0.8,Australia,3.75,Unknown,Unknown
Bahen & Co.,Papua New Guinea,0.7,Australia,3.75,Unknown,Papua New Guinea
Bakau,Bambamarca- 2015,0.7,Peru,4,Unknown,Peru
Bakau,Huallabamba- 2015,0.7,Peru,4,Unknown,Peru
Bar Au Chocolat,Bahia,0.7,U.S.A.,4,Unknown,Brazil
Bisou,Nicaragua- American style,0.76,U.S.A.,4,Unknown,Nicaragua
Bisou,San Andres- American style,0.76,U.S.A.,2.5,Unknown,Costa Rica
Bisou,San Andres- silk,0.78,U.S.A.,2.5,Unknown,Costa Rica
Bisou,Belize,0.86,U.S.A.,2.5,Trinitario,Belize
Brasstown aka It's Chocolate,Conacado,0.68,U.S.A.,2.75,Unknown,Dominican Republic
Brazen,Elvesia P.,0.6,U.S.A.,2.75,Unknown,Dominican Republic
Brazen,Elvesia P.,0.8,U.S.A.,2.75,Unknown,Dominican Republic
Brazen,Alta Verapaz- 2014,0.7,U.S.A.,3.25,Unknown,Guatemala
Brazen,Ambolikapiky P.,0.8,U.S.A.,3.25,Unknown,Madagascar
Brazen,Maya Mountain,0.8,U.S.A.,3.25,Trinitario,Belize
Brazen,Ambolikapkly P.,0.6,U.S.A.,3.5,Unknown,Madagascar
Britarev,Ecuador,0.7,Russia,2.5,Unknown,Ecuador
Cacao Arabuco,Puerto Rico,0.7,Puerto Rico,2.75,Unknown,Puerto Rico
Cacao de Origen,Chuao,0.77,Venezuela,2.75,Trinitario,Venezuela
Cacao de Origen,Rio Caribe,0.75,Venezuela,3,Trinitario,Venezuela
Cacao de Origin,Hacienda la Trinidad,0.74,Venezuela,3.5,Unknown,Venezuela
Cacao Hunters,Arhuacos,0.72,Colombia,3.5,Unknown,Colombia
Cacao Store,Madagascar,0.7,Japan,3.75,Trinitario,Madagascar
Cacao Store,Peru,0.7,Japan,3.75,Unknown,Peru
Cacao Store,Vietnam,0.7,Japan,3.75,Trinitario,Vietnam
Caribeans,Antigua- Special Reserve,0.72,Costa Rica,2,Unknown,Guatemala
Caribeans,Talamanca- Raul-Kekoldo community,0.72,Costa Rica,2,Unknown,Costa Rica
Caribeans,Anselmo Paraiso Estate,0.72,Costa Rica,3,Unknown,Costa Rica
Castronovo,the lost city- gracias a dias- batch 362,0.72,U.S.A.,3,Trinitario,Honduras
Castronovo,Duarte- Batch 360,0.7,U.S.A.,3,Criollo- Trinitario,Domincan Republic
Castronovo,Piaroa- Amazonas- Batch 350,0.72,U.S.A.,3,Unknown,Venezuela
Chocablog,Ecuador,0.7,U.K.,3,Unknown,Ecuador
Choco Dong,Mekong Delta- early 2014 Harvest,0.7,South Korea,3,Trinitario,Vietnam
Choco Dong,Tawau- Oct. 2015 Harvest,0.7,South Korea,3,Trinitario,Malaysia
Chocolarder,Peru,0.65,U.K.,3.25,Criollo,Peru
Chocolarder,Peru + nibs,0.65,U.K.,3.25,Criollo,Peru
Chocolarder,Dominican Republic,0.8,U.K.,3.25,Unknown,Dominican Republic
Chocolate Makers,Tres Hombres,0.75,Amsterdam,3.5,Trinitario,Dominican Republic
Chocolate Makers,Congo- Gorilla bar,0.68,Amsterdam,3.5,Forastero,Congo
Chocolate Makers,Peru- Awagum bar,0.8,Amsterdam,3.5,Criollo,Peru
ChocoReko,Patanemo,0.77,Japan,3.5,Criollo,Venezuela
Chocovivo,Tabasco,0.65,U.S.A.,3.5,Trinitario,Mexico
Chocovivo,Tabasco,0.75,U.S.A.,3.5,Trinitario,Mexico
Cloudforest,Camino Verde P.- Balao- Guayas- 2014,0.73,U.S.A.,3.5,Unknown,Ecuador
Coleman & Davis,Sambirano,0.75,U.S.A.,3.5,Trinitario,Madagascar
Condor,Camino Verde,0.76,U.S.A.,3.5,Unknown,Ecuador
Daintree,Goodman Estate,0.7,Australia,3.75,Unknown,Australia
Damson,Robson Estate,0.7,U.K.,4,Trinitario,Trinidad
Damson,Los Rios,0.7,U.K.,4,Unknown,Ecuador
Damson,Crayfish Bay aka Non Pariel Estate,0.7,U.K.,4,Unknown,Grenada
Damson,O'Payo,0.7,U.K.,2.75,Unknown,Nicaragua
Dandelion,Maya Mtn.- Break Bar- Snark,0.7,U.S.A.,2.75,Trinitario,Belize
Dark Forest,Madagascar,0.7,U.S.A.,2.75,Trinitario,Madagascar
Dark Forest,Ocumare,0.7,U.S.A.,3,Unknown,Venezuela
Dark Forest,Tanzania,0.7,U.S.A.,3.25,Unknown,Tanzania
Dark Forest,Ecuador,0.7,U.S.A.,3.5,Unknown,Ecuador
De Mendes,Nativo- Varzea,0.72,Brazil,3.5,Unknown,Brazil
